id,agent,Decision,html_url,Comment
3122285142,OpenAI_Codex,Unknown,https://github.com/trycompai/comp/pull/800,
3070961665,OpenAI_Codex,Agentic Failure,https://github.com/OpenHFT/Chronicle-Core/pull/699,Quality Gate Failed Quality Gate failed
3240935078,Cursor,Agentic Failure,https://github.com/TanStack/db/pull/280,"2 failing, 2 successful, and 1 cancelled checks"
2861793133,Devin,Unknown,https://github.com/different-ai/note-companion/pull/329,
2964974679,Devin,Non-Agentic Failure,https://github.com/crewAIInc/crewAI/pull/2512,"Hey, good call. It was done last week in another PR. We can install the latest crewai version and test yourself"
2903833367,Devin,Unknown,https://github.com/onlook-dev/onlook/pull/1559,
3092347933,OpenAI_Codex,Unknown,https://github.com/Skyvern-AI/skyvern/pull/2475,
2866186240,Devin,Unknown,https://github.com/antiwork/shortest/pull/351,
3165098830,Devin,Agentic Failure,https://github.com/antiwork/helper/pull/536,"4 failing, 1 neutral, 1 skipped, and 3 successful checks"
2804518743,Devin,Non-Agentic Failure,https://github.com/lightdash/lightdash/pull/13374,had a problem deploying to devin/1737552126-fix-issue-2758 - lightdash PR #13374 11 months ago — with  Render Failure
3265522902,OpenAI_Codex,Unknown,https://github.com/puemos/hls-downloader/pull/427,
3231408675,Copilot,Non-Agentic Failure,https://github.com/ToolJet/ToolJet/pull/13413,Dummy PR.
2997203967,Devin,Non-Agentic Failure,https://github.com/calcom/cal.com/pull/20710,Closing as requested by user to await more detailed instructions.
2802889835,Devin,Non-Agentic Failure,https://github.com/airbytehq/airbyte/pull/52064,Closing due to inactivity.
2861673771,Devin,Unknown,https://github.com/different-ai/note-companion/pull/328,
2859077171,Devin,Unknown,https://github.com/different-ai/note-companion/pull/324,
3245067419,OpenAI_Codex,Unknown,https://github.com/wieslawsoltes/Dock/pull/701,
3148964389,Devin,Unknown,https://github.com/liam-hq/liam/pull/2027,
3197785109,Cursor,Non-Agentic Failure,https://github.com/getsentry/sentry/pull/94841,beyond my or cursors skill at this problem so I'll give up
2867739342,Devin,Agentic Failure,https://github.com/bentoml/BentoML/pull/5237,"This doesn't look right, closing it now"
3267556588,Copilot,Non-Agentic Failure,https://github.com/ublue-os/bluefin/pull/2852,Ok not merging this but totally stealing the donations.md improvements!
3259892866,Copilot,Unknown,https://github.com/microsoft/genaiscript/pull/1790,
2889490163,Devin,Unknown,https://github.com/different-ai/note-companion/pull/341,
3176255193,Cursor,Unknown,https://github.com/grafbase/grafbase/pull/3244,
3192696250,OpenAI_Codex,Agentic Failure,https://github.com/surrealdb/surrealdb/pull/6146,"36 successful, 1 failing, and 1 skipped checks"
2915517113,Devin,Non-Agentic Failure,https://github.com/crewAIInc/crewAI/pull/2354,Closing due to inactivity for more than 7 days.
3108623918,Copilot,Non-Agentic Failure,https://github.com/Azure-Samples/azure-search-openai-demo/pull/2555,This was a test issue created for a demo of Copilot Coding Agent for a talk. I close it. No need to merge this PR.
3098854152,OpenAI_Codex,Non-Agentic Failure,https://github.com/oven-sh/bun/pull/19964,superseded by #19995
3243054866,Copilot,Agentic Failure,https://github.com/microsoft/vscode-pull-request-github/pull/7345,"1 failing, 1 in progress, and 1 successful checks"
3087404055,OpenAI_Codex,Agentic Failure,https://github.com/prebid/Prebid.js/pull/13156,2 failing and 4 successful checks
3072128473,OpenAI_Codex,Non-Agentic Failure,https://github.com/sakaiproject/sakai/pull/13754,Going to close for @ern to give this one a stab
3070165480,OpenAI_Codex,Unknown,https://github.com/Kanaries/graphic-walker/pull/439,
3116063940,Copilot,Non-Agentic Failure,https://github.com/DaveSkender/Stock.Indicators/pull/1343,Abandoning. Moot with future plans for site
3067984156,Devin,Non-Agentic Failure,https://github.com/onlook-dev/onlook/pull/1849,Closing due to inactivity for more than 7 days.
3062241477,Devin,Agentic Failure,https://github.com/vdaas/vald/pull/2964,[FORMAT] Failed to format.
3261427589,OpenAI_Codex,Agentic Failure,https://github.com/selfxyz/self/pull/786,this doesn't work
3139420152,Cursor,Agentic Failure,https://github.com/langfuse/langfuse/pull/7266,"21 successful, 2 failing, and 1 skipped checks"
2852999856,Devin,Non-Agentic Failure,https://github.com/crewAIInc/crewAI-tools/pull/212,Closing due to inactivity.
3099639511,Copilot,Agentic Failure,https://github.com/dotnet/fsharp/pull/18631,"An unexpected error occurred. For more details, see the detailed logs in GitHub Actions."
2942219527,Devin,Non-Agentic Failure,https://github.com/crewAIInc/crewAI/pull/2452,OpenRouter does not support embedding models
2914474920,Devin,Agentic Failure,https://github.com/antiwork/helper/pull/58,"1 failing, 3 successful, and 1 skipped checks"
3097709863,Copilot,Non-Agentic Failure,https://github.com/microsoft/vscode/pull/249991,"closing as obsolete, we went with Y and N based keybindings"
3180830949,Devin,Unknown,https://github.com/airbytehq/airbyte/pull/62108,
3023133644,Devin,Unknown,https://github.com/crewAIInc/crewAI-tools/pull/291,
2876464228,Devin,Non-Agentic Failure,https://github.com/box/box-ui-elements/pull/3959,Closing due to inactivity.
3123070640,OpenAI_Codex,Unknown,https://github.com/BerriAI/litellm/pull/11463,
3112357523,Devin,Agentic Failure,https://github.com/liam-hq/liam/pull/1860,Please restore the TODO comment. ---no response
3273580906,Claude_Code,Unknown,https://github.com/wolfi-dev/os/pull/61007,
3067033881,Devin,Agentic Failure,https://github.com/calcom/cal.com/pull/21343,"18 successful, 17 skipped, 1 failing, and 1 neutral checks"
3101062864,OpenAI_Codex,Non-Agentic Failure,https://github.com/metacraft-labs/codetracer/pull/148,"closing, superseded by #164"
2923118690,Devin,Unknown,https://github.com/wix/react-native-ui-lib/pull/3623,
3055717125,Devin,Agentic Failure,https://github.com/liam-hq/liam/pull/1657,17 successful and 2 failing checks
3112628847,Devin,Agentic Failure,https://github.com/liam-hq/liam/pull/1865,6 failing and 12 successful checks
3131240866,OpenAI_Codex,Unknown,https://github.com/onlook-dev/onlook/pull/2123,
3098414087,OpenAI_Codex,Agentic Failure,https://github.com/CapSoftware/Cap/pull/577,3 successful and 3 failing checks
3114628181,Devin,Unknown,https://github.com/airbytehq/airbyte/pull/61343,
3067985764,Devin,Non-Agentic Failure,https://github.com/onlook-dev/onlook/pull/1850,This pull request has been ignored for the connected project wowaemfasoptxrdjhilu because there are no changes detected in apps/backend/supabase directory.
3070903361,OpenAI_Codex,Non-Agentic Failure,https://github.com/modular/modular/pull/4615,the branch is stale since I forgot about it. let me retry in a new branch
2921483450,Devin,Non-Agentic Failure,https://github.com/airbytehq/airbyte/pull/55778,Closing due to inactivity for more than 7 days.
3209703127,Copilot,Agentic Failure,https://github.com/microsoft/openvmm/pull/1655,@mattkur - definitely not what you had in mind...
3086740486,OpenAI_Codex,Unknown,https://github.com/dropseed/plain/pull/34,
3260461026,OpenAI_Codex,Agentic Failure,https://github.com/wieslawsoltes/Dock/pull/805,"7 failing, 5 successful, and 2 cancelled checks"
3081523540,OpenAI_Codex,Agentic Failure,https://github.com/beyond-all-reason/Beyond-All-Reason/pull/5134,"Closing due to time waste trying to fix ws bug, will revisit later"
2847298223,Devin,Agentic Failure,https://github.com/crewAIInc/crewAI/pull/2103,1 failing and 3 successful checks
3115965598,Devin,Unknown,https://github.com/liam-hq/liam/pull/1874,
3021098408,Devin,Agentic Failure,https://github.com/antiwork/flexile/pull/205,Resolve merge conflicts
2949664347,Devin,Agentic Failure,https://github.com/cornerstonejs/cornerstone3D/pull/1939,❌ Deploy Preview for cornerstone-3d-docs failed.
3125968003,OpenAI_Codex,Agentic Failure,https://github.com/prebid/Prebid.js/pull/13306,5 successful and 1 failing checks
3164391666,Copilot,Agentic Failure,https://github.com/Z3Prover/z3/pull/7689,this is not a valid fix
2923130106,Devin,Agentic Failure,https://github.com/wix/react-native-ui-lib/pull/3626,1 failing check
3196745111,Devin,Non-Agentic Failure,https://github.com/calcom/cal.com/pull/22221,Closing due to inactivity for more than 7 days. Configure here.
3127422033,OpenAI_Codex,Agentic Failure,https://github.com/leoafarias/fvm/pull/869,"9 failing, 2 cancelled, and 6 successful checks"
3029752398,Devin,Non-Agentic Failure,https://github.com/airbytehq/airbyte/pull/59155,Closing due to inactivity for more than 7 days.
2898666158,Devin,Non-Agentic Failure,https://github.com/crewAIInc/crewAI/pull/2289,Closing due to inactivity for more than 7 days.
2849418286,Devin,Non-Agentic Failure,https://github.com/box/box-ui-elements/pull/3927,Closing due to inactivity.
2763678225,Devin,Agentic Failure,https://github.com/crewAIInc/crewAI/pull/1827,1 failing and 3 successful checks @github-actions
3082132239,Copilot,Unknown,https://github.com/microsoft/azurelinux/pull/13859,
3246170574,OpenAI_Codex,Unknown,https://github.com/wieslawsoltes/Dock/pull/749,
3169219154,Devin,Non-Agentic Failure,https://github.com/crewAIInc/crewAI/pull/3050,Closing due to inactivity for more than 7 days. Configure here.
3160932333,Copilot,Agentic Failure,https://github.com/dotnet/roslyn/pull/79057,Nope. This fix is terrible.
3189792652,Cursor,Agentic Failure,https://github.com/elizaOS/eliza/pull/5333,8 failing and 3 successful checks
3258945821,Claude_Code,Unknown,https://github.com/aws-samples/generative-ai-use-cases/pull/1193,
3135084964,OpenAI_Codex,Non-Agentic Failure,https://github.com/bruin-data/bruin/pull/760,Closing this as we'll handle it as part of another ticket.
2971152602,Devin,Non-Agentic Failure,https://github.com/calcom/cal.com/pull/20538,Closing due to inactivity for more than 7 days.
3169212086,Copilot,Non-Agentic Failure,https://github.com/microsoft/retina/pull/1704,Signed PR: #1783
3101326488,Devin,Agentic Failure,https://github.com/lingodotdev/lingo.dev/pull/820,1 failing and 1 successful checks
2939327802,Devin,Non-Agentic Failure,https://github.com/crewAIInc/crewAI/pull/2439,Closing due to inactivity for more than 7 days.
3239103350,Cursor,Unknown,https://github.com/kortix-ai/suna/pull/974,
3156291643,Devin,Non-Agentic Failure,https://github.com/crewAIInc/crewAI/pull/3027,Closing due to inactivity for more than 7 days. Configure here.
3123401020,OpenAI_Codex,Unknown,https://github.com/Doriandarko/deepseek-engineer/pull/15,
3246169042,OpenAI_Codex,Agentic Failure,https://github.com/wieslawsoltes/Svg.Skia/pull/382,"11 failing, 5 successful, and 2 cancelled checks"
2771536472,Devin,Unknown,https://github.com/bespokelabsai/curator/pull/304,
2982953659,Devin,Non-Agentic Failure,https://github.com/near/nearcore/pull/13339,Closing due to inactivity for more than 7 days.
3130515409,OpenAI_Codex,Agentic Failure,https://github.com/fireproof-storage/fireproof/pull/867,"2 failing, 10 skipped, and 3 successful checks"
3018439207,Devin,Unknown,https://github.com/calcom/cal.com/pull/20962,
2918417155,Devin,Non-Agentic Failure,https://github.com/BasedHardware/omi/pull/2006,Closing in favor of PR #2009 which has a better implementation
3234207351,Devin,Unknown,https://github.com/liam-hq/liam/pull/2570,
3134963182,OpenAI_Codex,Agentic Failure,https://github.com/jafioti/luminal/pull/103,2 successful and 1 failing checks
3164787820,OpenAI_Codex,Non-Agentic Failure,https://github.com/openai/openai-agents-js/pull/135,This PR was closed because it has been inactive for 7 days since being marked as stale.
3155023758,OpenAI_Codex,Agentic Failure,https://github.com/pytorch/pytorch/pull/156255,"1 skipped, 139 successful, 2 failing, and 1 neutral checks"
3077094653,Copilot,Agentic Failure,https://github.com/tokens-studio/figma-plugin/pull/3360,"There's some failing checks, can you get them to pass?"
2780647811,Devin,Non-Agentic Failure,https://github.com/whitphx/stlite/pull/1245,Closing due to inactivity.
3120941664,OpenAI_Codex,Unknown,https://github.com/ckan/ckan/pull/8986,
3209647114,Copilot,Agentic Failure,https://github.com/microsoft/openvmm/pull/1653,"Yikes, not happy with this one."
2817109062,Devin,Non-Agentic Failure,https://github.com/box/box-ui-elements/pull/3877,Closing due to inactivity.
3226217517,Copilot,Agentic Failure,https://github.com/clash-verge-rev/clash-verge-rev/pull/4047,Do you think this PR will help reduce your workload in advance? I would assist with the preliminary work. --probably not
2903812633,Devin,Non-Agentic Failure,https://github.com/airbytehq/airbyte/pull/55255,Closing due to inactivity for more than 7 days.
3077283376,OpenAI_Codex,Non-Agentic Failure,https://github.com/seasonedcc/remix-forms/pull/306,Closing in favor of #308
3039633986,Devin,Non-Agentic Failure,https://github.com/antiwork/helper/pull/377,"Not feasible until we have a local auth solution, and I'm no longer convinced this is the best idea (the whole Supabase stack works well together and awkwardly otherwise, e.g. auth only works with Supabase Auth) Needs more thought"
2861748481,Devin,Non-Agentic Failure,https://github.com/box/box-ui-elements/pull/3938,Closing due to inactivity.
3136072840,Copilot,Unknown,https://github.com/microsoft/react-native-windows/pull/14769,
3030779808,Devin,Unknown,https://github.com/tegnike/aituber-kit/pull/376,
3135999700,Copilot,Unknown,https://github.com/dotnet/aspire/pull/9823,
3159464933,Copilot,Unknown,https://github.com/microsoft/playwright-mcp/pull/572,
3070962378,OpenAI_Codex,Unknown,https://github.com/julep-ai/julep/pull/1401,
3213717486,OpenAI_Codex,Unknown,https://github.com/wieslawsoltes/Dock/pull/579,
3236327722,Copilot,Unknown,https://github.com/taiga-family/taiga-ui/pull/11349,
3077315151,OpenAI_Codex,Non-Agentic Failure,https://github.com/openai/codex/pull/1050,"Gonna abandon, I let this get really stale."
3070474086,OpenAI_Codex,Agentic Failure,https://github.com/tact-lang/tact/pull/3095,15 successful and 9 failing checks @github-actions
3078529665,Copilot,Agentic Failure,https://github.com/dotnet/aspnetcore/pull/62041,"I was hoping that Copilot could handle this fairly ""boring"" task of mapping an implementation that used static analysis to an implementation that used dynamic analysis but it looks like the task is too large for the session limitations enforced by Copilot. :/"
3125195166,Devin,Agentic Failure,https://github.com/calcom/cal.com/pull/21726,"21 successful, 17 skipped, 1 failing, and 1 neutral checks"
3070996825,OpenAI_Codex,Agentic Failure,https://github.com/OpenHFT/Chronicle-Core/pull/713,2 failing and 8 successful checks
3122747306,Copilot,Agentic Failure,https://github.com/Azure/azure-sdk-for-js/pull/34713,Try again --probably did not work
3125682958,Copilot,Agentic Failure,https://github.com/microsoft/vscode/pull/250894,"@copilot the completions already work for code-tunnel.exe and other .exe. However, the detail property is not provided"
3070996871,OpenAI_Codex,Agentic Failure,https://github.com/OpenHFT/Chronicle-Core/pull/715,2 failing and 8 successful checks
3132430389,Devin,Unknown,https://github.com/liam-hq/liam/pull/1965,
2894762370,Claude_Code,Agentic Failure,https://github.com/567-labs/instructor/pull/1371,"5 failing, 4 successful, and 7 cancelled checks @github-actions"
3106783403,Devin,Non-Agentic Failure,https://github.com/triggerdotdev/trigger.dev/pull/2133,Testing
3193608588,OpenAI_Codex,Agentic Failure,https://github.com/wieslawsoltes/Dock/pull/476,"7 failing, 4 successful, 2 cancelled, and 1 neutral checks"
3152808680,OpenAI_Codex,Agentic Failure,https://github.com/elixir-lsp/elixir-ls/pull/1199,29 successful and 3 failing checks
3077311015,Copilot,Unknown,https://github.com/microsoft/azure-pipelines-tasks/pull/21038,
2814535457,Devin,Non-Agentic Failure,https://github.com/box/box-ui-elements/pull/3873,Closing due to inactivity.
3056316834,Devin,Agentic Failure,https://github.com/formancehq/ledger/pull/909,"3 skipped, 3 successful, and 2 failing checks @github-actions"
3242573009,OpenAI_Codex,Non-Agentic Failure,https://github.com/imba/imba/pull/909,"Codex did not have access to the imba.io repo, will try again while it has."
3050185194,Devin,Non-Agentic Failure,https://github.com/airbytehq/airbyte/pull/59733,Just a test. Please disregard.
3218555468,OpenAI_Codex,Agentic Failure,https://github.com/featureform/enrichmcp/pull/121,"2 failing, 2 cancelled, and 1 skipped checks"
2843181529,Devin,Agentic Failure,https://github.com/promptfoo/promptfoo/pull/3045,STAHP
3185789444,Cursor,Unknown,https://github.com/novuhq/novu/pull/8605,
3203675489,OpenAI_Codex,Agentic Failure,https://github.com/567-labs/instructor/pull/1650,"2 failing, 1 skipped, and 14 successful checks"
3070258467,OpenAI_Codex,Non-Agentic Failure,https://github.com/appsmithorg/appsmith/pull/40674,This PR has been closed because of inactivity.
3052823757,Devin,Unknown,https://github.com/yamadashy/repomix/pull/536,
3228763432,Cursor,Agentic Failure,https://github.com/jdx/mise/pull/5635,too many changes
3075141911,OpenAI_Codex,Agentic Failure,https://github.com/EduardoPires/EquinoxProject/pull/211,1 failing check
3053325093,Devin,Agentic Failure,https://github.com/calcom/cal.com/pull/21217,Closing this PR as requested. The approach focused too much on making tests pass rather than properly optimizing the .tz() calls in loops.
3070088687,Devin,Unknown,https://github.com/onlook-dev/onlook/pull/1859,
3115694514,OpenAI_Codex,Non-Agentic Failure,https://github.com/recallnet/js-recall/pull/494,"gonna close this out, but feel free to re-open if we figure out the auth"
3273160834,Copilot,Non-Agentic Failure,https://github.com/bugsink/bugsink/pull/171,Closing this; I've learned a bit more about setting up the copilot env. Let's see if a fresh try (with new instructions and env) will be better.
2895789917,Devin,Non-Agentic Failure,https://github.com/crewAIInc/crewAI/pull/2283,Closing due to inactivity for more than 7 days.
2889243475,Devin,Unknown,https://github.com/onlook-dev/onlook/pull/1501,
3127516559,OpenAI_Codex,Unknown,https://github.com/joamag/boytacean/pull/17,
3155893392,OpenAI_Codex,Non-Agentic Failure,https://github.com/Portkey-AI/gateway/pull/1149,"Hey! Closing this PR as we have already added requiredMetadataKeys plugin in #1147 . We can extend the same plugin for any new functionality, if requested by the community."
2881814219,Devin,Agentic Failure,https://github.com/wix/react-native-ui-lib/pull/3534,1 failing check
3219381363,OpenAI_Codex,Unknown,https://github.com/wieslawsoltes/Dock/pull/605,
3121717297,Devin,Agentic Failure,https://github.com/novuhq/novu/pull/8462,"16 successful, 6 skipped, 1 failing, and 3 neutral checks"
3051320539,Devin,Non-Agentic Failure,https://github.com/crewAIInc/crewAI/pull/2799,Closing due to inactivity for more than 7 days.
2936530524,Devin,Non-Agentic Failure,https://github.com/near/nearcore/pull/13174,Closing in favor of #13203
3114736501,OpenAI_Codex,Agentic Failure,https://github.com/temporalio/temporal/pull/7860,2 failing checks
2889227305,Devin,Non-Agentic Failure,https://github.com/antiwork/helper/pull/1,(testing Devin works)
3159385903,OpenAI_Codex,Unknown,https://github.com/gridaco/grida/pull/391,
3136476031,Devin,Agentic Failure,https://github.com/antiwork/gumroad/pull/316,Not much I can re-use here; created #343
3226153741,Devin,Unknown,https://github.com/PromtEngineer/localGPT/pull/845,
3081839872,OpenAI_Codex,Agentic Failure,https://github.com/pydata/pandas-datareader/pull/1003,11 failing checks